typification	typificationLabel
Q68326	http://n2t.net/ark:/65665/3cec39862-088c-45c1-a53b-3433ec57ee3b: holotype of Ageratum tehuacanum R.M.King & H.Rob.
Q68327	http://n2t.net/ark:/65665/3cecf9c74-ad95-40fa-8822-c56dcc7d99ae: holotype of Aphelandra dodsonii Wassh.
Q68328	http://n2t.net/ark:/65665/3cf3d2cb2-9223-4b40-ae08-315e7cdc5fdb: isolectotype of Arabis pendulocarpa A.Nelson
Q68329	http://n2t.net/ark:/65665/3d5331ad9-e60c-47a9-94ae-510920f6532a: holotype of Adenostemma cuatrecasasii R.M.King & H.Rob.
Q68330	http://n2t.net/ark:/65665/3d5abcf14-da29-4569-a9d7-0fb0fbb8353e: holotype of Agave zebra Gentry
Q68331	http://n2t.net/ark:/65665/3d5cae796-b96d-42ad-aa12-9d9c05fafd68: isotype of Bigelowia pyramidata B.L.Rob. & Greenm.
Q68332	http://n2t.net/ark:/65665/3d5d7c7b6-3771-40f5-8400-12721055699f: holotype of Aphelandra albinotata Wassh.
Q68333	http://n2t.net/ark:/65665/3d5f08549-dbee-4ed5-afda-4d19d03c7aae: holotype of Aphelandra chrysantha Wassh.
Q68334	http://n2t.net/ark:/65665/3d5f98179-783b-4e6c-b183-223333ad1f36: holotype of Ageratum munaense R.M.King & H.Rob.
Q68335	http://n2t.net/ark:/65665/3d64044ff-e2cf-4898-8c50-c70a9ca99213: isotype of Atriplex griffithsii Standl.
Q68336	http://n2t.net/ark:/65665/3d64f4250-1b3f-446b-bf8b-e3ea91198521: holotype of Ageratina diversipila R.M.King & H.Rob.
Q68337	http://n2t.net/ark:/65665/3d67d4a71-b637-4769-869f-bd901ff6d789: isotype of Baccharis tricuneata var. parvifolia Cuatrec.
Q68338	http://n2t.net/ark:/65665/3cfc9e1e6-9a72-4ed3-be7c-195c03812197: isotype of Agonandra macedoi Toledo
Q68339	http://n2t.net/ark:/65665/3cfcbd1dc-08c2-499b-bd6c-929e5f269968: isotype of Anthurium pranceanum Croat
Q68340	http://n2t.net/ark:/65665/3d06294a3-a915-497b-8e1a-7e869d71c51e: holotype of Ageratina intibucensis R.M.King & H.Rob.
Q68341	http://n2t.net/ark:/65665/3d08b0230-a9c7-4617-b47e-b7cd95cbce11: holotype of Ardisia blepharodes Lundell
Q68342	http://n2t.net/ark:/65665/3d29b01d5-7b93-482d-92de-e0e8da601439: holotype of Anomospermum chloranthum subsp. isthmicola Krukoff & Barneby
Q68343	http://n2t.net/ark:/65665/3d315b2b7-5ebe-462d-9933-ef5ef1c52261: isotype of Aequatorium repandiforme B.Nord.
Q68344	http://n2t.net/ark:/65665/3d47a6159-9deb-474d-ae59-b8e8a40bcf2c: isotype of Abronia bolackii N.D.Atwood, S.L.Welsh & K.D.Heil
Q68345	http://n2t.net/ark:/65665/3d4833f91-4fb4-4108-a2ef-9e02a31b67a2: holotype of Adelobotrys klugii Wurdack
Q68346	http://n2t.net/ark:/65665/3d493c5ad-466e-4a40-aa9b-dc38eb1fae01: holotype of Anthaenantiopsis perforata var. camporum Morrone, Filg. & Zuloaga
Q68347	http://n2t.net/ark:/65665/3d502dfff-aba7-4e93-94a3-14b44c5c5318: isotype of Aragoa parviflora Fern.Alonso & Castrov.
Q68348	http://n2t.net/ark:/65665/3d685aa6e-d79f-42ea-bbbb-98eb5f9b44e5: holotype of Aegiphila racemosa var. cordatifolia Moldenke
Q68349	http://n2t.net/ark:/65665/3d6bad022-15ea-4b36-aa50-17f12c7a64b8: isotype of Asplenium tutwilerae B.R.Keener & L.J.Davenp.
Q68350	http://n2t.net/ark:/65665/3d781627b-57f9-4bb7-8f4c-4ac92f202b2a: holotype of Aphelandra cinnabarina Wassh.
Q68351	http://n2t.net/ark:/65665/3d7a35c86-6852-4b8c-ba2d-2228c89ac821: holotype of Atractantha radiata McClure
Q68352	http://n2t.net/ark:/65665/3d7f0b23a-01e2-4e04-a6bd-66709239c291: holotype of Ageratina cuatrecasasii R.M.King & H.Rob.
Q68353	http://n2t.net/ark:/65665/3d8370c65-a2a0-476d-aac1-5c5ed3e6d56f: holotype of Anaphyllopsis cururuana A.Hay
Q68354	http://n2t.net/ark:/65665/3d8658d8c-f7ec-4ab6-a5ac-fe461a6e0ba8: holotype of Barbacenia andersonii L.B.Sm. & Ayensu
Q68355	http://n2t.net/ark:/65665/3d8a7b759-a195-4679-b397-649ae07d6ae5: holotype of Aristida palmeri Vasey
Q68356	http://n2t.net/ark:/65665/3d8d3beed-f7d1-44fd-86cc-1ecf5152ebbe: holotype of Begonia heliantha Tebbitt
Q68357	http://n2t.net/ark:/65665/3d8ff9842-5242-4ae2-b96a-d8527d1d851e: isotype of Anemia eriodes Mickel
Q68358	http://n2t.net/ark:/65665/3d9990d1c-ca3b-4448-b516-1f2db5728186: isotype of Barbacenia piranga Mello-Silva
Q68359	http://n2t.net/ark:/65665/3d9af31d5-6248-4212-af27-dd821b2b39d2: holotype of Aphelandra guayasii Wassh.
Q68360	http://n2t.net/ark:/65665/3d9bba805-0ad7-429a-86c0-8085083b6473: holotype of Arthrostylidium youngianum L.G.Clark & Judz.
Q68361	http://n2t.net/ark:/65665/3d9f2ccd0-1e9b-4145-a182-8b2514a33135: holotype of Bauhinia hirsutissima Wunderlin
Q68362	http://n2t.net/ark:/65665/3daa35182-3e23-402f-a0ca-083622596126: holotype of Aequatorium cajamarcense H.Rob. & Cuatrec.
Q68363	http://n2t.net/ark:/65665/3dacf4391-6e9e-4e66-966f-3d21074d428c: isotype of Blakea chlorantha Almeda
Q68364	http://n2t.net/ark:/65665/3db18a650-d673-4d1b-8c8b-0ea4322566d1: holotype of Ardisia pallidiflora Standl.
Q68365	http://n2t.net/ark:/65665/3db9a9ffe-9ae8-4153-bc31-78a1f83f4893: holotype of Baccharis tricuneata var. antioquensis Cuatrec.
Q68366	http://n2t.net/ark:/65665/3dba7edfa-33cf-4376-a3ae-2b0e90c27bc7: holotype of Anoda hintoniorum Fryxell
Q68367	http://n2t.net/ark:/65665/3dbadf75e-1e8d-4f8e-94d5-6a24bcb6ad36: isotype of Baccharis tricuneata var. paramorum Cuatrec.
Q68368	http://n2t.net/ark:/65665/3dbe15338-dc86-4a70-8b68-f6c084e3d21f: isotype of Boehmeria palmeri S.Watson
Q68369	http://n2t.net/ark:/65665/3dc35acda-764e-4b41-a22f-fb941ace5021: isotype of Alloplectus carpishensis J.L.Clark & I.Salinas
Q68370	http://n2t.net/ark:/65665/3dc6d1f70-3c36-4bb6-927b-d75e2c97d240: holotype of Aspidogyne carauchana Ormerod
Q68371	http://n2t.net/ark:/65665/3dccbba7a-ff09-4fb0-8f9b-c8f7dc48f74f: holotype of Ageratina dillonii H.Rob.
Q68372	http://n2t.net/ark:/65665/3dd559dad-a228-44e0-9b4f-6d251d556421: holotype of Amphidasya intermedia Steyerm.
Q68373	http://n2t.net/ark:/65665/3dd799ecd-050e-4a35-80fc-1c3ffcdf4e0c: holotype of Bidens woodii W.L.Wagner, J.R.Clark & Lorence
Q68374	http://n2t.net/ark:/65665/3ddbd4391-13bf-4a1b-9074-51cd67dba16e: isotype of Bomarea amilcariana Stergios & Dorr
Q68375	http://n2t.net/ark:/65665/3ddee20f4-0ae0-41b6-9535-7286ab8551c8: isotype of Alnus maritima subsp. georgiensis J.A.Schrad. & W.R.Graves
Q68376	http://n2t.net/ark:/65665/3de367497-261c-4380-ab55-7842cb36a837: holotype of Besleria barclayi L.E.Skog
Q68377	http://n2t.net/ark:/65665/3de3d196e-8cc2-4fe7-8829-a76e6dbe6b0d: holotype of Aphelandra tumbecensis Wassh.
Q68378	http://n2t.net/ark:/65665/3dedd8c14-7cf9-4063-a90b-b8ddbf738303: isotype of Arceuthobium tsugense subsp. amabilae Mathiasen & C.M.Daugherty
Q68379	http://n2t.net/ark:/65665/3df3fb9d4-378c-4858-a4b5-c7b67149ada0: holotype of Ageratina molinae R.M.King & H.Rob.
Q68380	http://n2t.net/ark:/65665/3df548de2-1e19-448e-8539-5a7fe2981d3b: isotype of Aphelandra aucayacuensis Wassh.
Q68381	http://n2t.net/ark:/65665/3dff70f25-0d94-467f-8b35-47a5e97cd96c: isotype of Anthurium rubrivellus Croat & D.C.Bay
Q68382	http://n2t.net/ark:/65665/3e038c4c3-70c8-48ba-bb5b-beb69cac6ac5: holotype of Aphelandra espinosae Wassh.
Q68383	http://n2t.net/ark:/65665/3e04caec6-75fc-48de-afe0-e5bdf19753a2: isotype of Abarema microcalyx var. enterolobioides Barneby & J.W.Grimes
Q68384	http://n2t.net/ark:/65665/3e1f0cdb0-eeb4-46a9-b3c0-bfabf8815115: isotype of Anthurium quinindense Croat
Q68385	http://n2t.net/ark:/65665/3e1fcace6-da10-4201-856f-b2198ea1dc7d: holotype of Agave gigantensis Gentry
Q68386	http://n2t.net/ark:/65665/3e241621a-fa4f-40dd-b797-e1914e50a2da: isotype of Atractantha cardinalis Judz.
Q68387	http://n2t.net/ark:/65665/3e276e7ad-513c-4d2f-889f-15f921f15d29: isotype of Begonia campanensis Burt-Utley & Utley
Q68388	http://n2t.net/ark:/65665/3e29b5766-ea72-447e-ab39-b6badcf8089d: holotype of Aphelandra ferreyrae Wassh.
Q68389	http://n2t.net/ark:/65665/3e2b15e42-669d-496c-b979-de720b279e89: holotype of Archibaccharis lewisii H.Rob.
Q68390	http://n2t.net/ark:/65665/3e2b3e50e-0cd4-4287-99e8-b4801581b7f6: isotype of Bejaria infundibula Clemants
Q68391	http://n2t.net/ark:/65665/3e407a3f8-b53c-49e8-b231-3b706cdf3d27: holotype of Agave fortiflora Gentry
Q68392	http://n2t.net/ark:/65665/3e49bab87-650d-4cba-ba9c-5243c211dd3f: holotype of Ageratina parviceps H.Rob.
Q68393	http://n2t.net/ark:/65665/3e4a5c7e8-8926-4614-a367-3fb88aec3f4b: holotype of Aegiphila catatumbensis Moldenke
Q68394	http://n2t.net/ark:/65665/3e4d45fe9-81bd-4077-bda9-95948ebbef5e: isotype of Begonia hondurensis Burt-Utley & Utley
Q68395	http://n2t.net/ark:/65665/3e4ea673b-2ec9-4bd1-88ac-fbc8d9a9fe96: holotype of Ageratina almedae R.M.King & H.Rob.
Q68396	http://n2t.net/ark:/65665/3e5acfd94-3e5e-4a84-abca-ce4d86a661f4: holotype of Asplenium williamsii Stolze
Q68397	http://n2t.net/ark:/65665/3e5ea2860-593a-4d9d-b6a3-ecfd1d09c6df: lectotype of Antennaria lunellii Greene
Q68398	http://n2t.net/ark:/65665/3e6611c3a-5adb-481a-a8c6-2914f444acb4: isotype of Aster spinosus var. jaliscensis McVaugh
Q68399	http://n2t.net/ark:/65665/3e6db6539-6a4f-4d65-9c54-5479d50b03fc: isotype of Anemia denticulata Mickel
Q68400	http://n2t.net/ark:/65665/3e77ac8b3-4fa7-48c2-9262-be3d7b981b2f: holotype of Aphelandra latibracteata Wassh.
Q68401	http://n2t.net/ark:/65665/3e7e1d114-2019-400d-8668-4fd29a37985d: holotype of Ageratina subglabra R.M.King & H.Rob.
Q68402	http://n2t.net/ark:/65665/3e80e2822-b4cb-49db-bb9f-52b7bd16e7c6: holotype of Bartlettina ornata R.M.King & H.Rob.
Q68403	http://n2t.net/ark:/65665/3e9b37da7-eb5b-477b-848c-6a318fd48e5b: holotype of Aphelandra kingii Wassh.
Q68404	http://n2t.net/ark:/65665/3e9cb6395-e7e0-4707-bfd5-c788722b13d8: holotype of Aspilia cardenasii H.Rob.
Q68405	http://n2t.net/ark:/65665/3ea0985c9-a925-4981-9751-9673bbd31a54: holotype of Boehmeria radiata W.C.Burger
Q68406	http://n2t.net/ark:/65665/3ea1b1a68-40e6-4fed-8b75-d81a1fdc8657: holotype of Benthamantha chiapensis Rydb.
Q68407	http://n2t.net/ark:/65665/3eaa725ff-82ef-4d75-971a-2fd0bcec5016: lectotype of Aster boltoniae Greene
Q68408	http://n2t.net/ark:/65665/3eaa81c33-42af-4329-ac07-f9a176ce4235: holotype of Barbacenia bishopii L.B.Sm.
Q68409	http://n2t.net/ark:/65665/3eae49728-ae11-43bd-927e-ca8cf21664b1: holotype of Ageratina fosbergii R.M.King & H.Rob.
Q68410	http://n2t.net/ark:/65665/3eaf6ad3c-f433-44da-9925-41e67a91eb98: isotype of Anthurium isidroense Croat & D.C.Bay
Q68411	http://n2t.net/ark:/65665/3eb04a7a0-b941-46e7-883f-15d428c9d239: holotype of Aulonemia fulgor Soderstr.
Q68412	http://n2t.net/ark:/65665/3eb80a659-c266-45b9-852a-122331cdb756: holotype of Boehmeria arbuscula Killip
Q68413	http://n2t.net/ark:/65665/3ebd762e6-b37d-4da4-aa87-0a7b41260662: holotype of Aechmea digitata L.B.Sm. & Read
Q68414	http://n2t.net/ark:/65665/3ec0410d8-df25-4379-ba6d-adbff423918f: holotype of Arceuthobium siskiyouense Hawksw., Wiens & Nickrent
Q68415	http://n2t.net/ark:/65665/3ec112762-4cfe-42ad-abea-9e28f7ae7173: isotype of Anthurium morii Mayo & Haigh
Q68416	http://n2t.net/ark:/65665/3ec4d37fb-bbb5-4261-88a2-cf29f2cd536f: isotype of Arabis atrorubens Suksd. ex Greene
Q68417	http://n2t.net/ark:/65665/3ec9faaae-0869-4d80-b933-67d8768415c2: isotype of Aspilia sucrensis Aristeg.
Q68418	http://n2t.net/ark:/65665/3ed39a433-0a61-4611-ba0a-be7ac0b99baa: isotype of Ardisia longistaminea A.C.Sm.
Q68419	http://n2t.net/ark:/65665/3edb80ad9-f34e-43e4-97fa-ac4fe47af795: isotype of Anthurium jimenae Croat
Q68420	http://n2t.net/ark:/65665/3ee1ba80f-459b-4e2a-9594-c6d483f8b6d8: isotype of Anthurium monteagudoi Croat & N.Altam.
Q68421	http://n2t.net/ark:/65665/3ee67afc1-3736-4615-84ac-8eca9626797b: holotype of Barbacenia sordida L.B.Sm. & Ayensu
Q68422	http://n2t.net/ark:/65665/3eeb57547-0008-4b53-ac9f-4df7d83d8897: lectotype of Acalypha papillosa Rose
Q68423	http://n2t.net/ark:/65665/3eeda8d1c-d685-4cab-8b01-f1fcac033054: holotype of Bishopanthus soliceps H.Rob.
Q68424	http://n2t.net/ark:/65665/3ef57c711-d497-457a-867d-e23425bc457f: holotype of Aechmea stelligera L.B.Sm.
Q68425	http://n2t.net/ark:/65665/3ef6e1af3-8df8-4304-a755-3de8d29ee879: holotype of Anaectocalyx manarae Wurdack
Q68426	http://n2t.net/ark:/65665/3ef6e3160-bf66-408a-acfc-4d54b2cec3df: isotype of Aspilia prostrata J.U.Santos
Q68427	http://n2t.net/ark:/65665/3efb41b77-ab79-41b6-9273-9ebd832af1bf: isotype of Aequatorium lepidotum B.Nord.
Q68428	http://n2t.net/ark:/65665/3f049ae7d-ac65-497a-91a8-043ed6bc9f06: isotype of Anthurium cogolloanum Croat & M.M.Mora
Q68429	http://n2t.net/ark:/65665/3f09fd432-4328-457e-9b07-e240d3b4edbb: holotype of Ageratina boekei R.M.King & H.Rob.
Q68430	http://n2t.net/ark:/65665/3f0b26955-74f9-4ed2-8ad2-a97e24aebfa3: holotype of Agave fortiflora Gentry
Q68431	http://n2t.net/ark:/65665/3f123726d-9179-405d-a39a-a349dc75c081: isotype of Arachis glandulifera Stalker
Q68432	http://n2t.net/ark:/65665/3f124ba2f-977b-4e40-b99b-5cfcecc2b551: holotype of Aphelandra paulensis Wassh.
Q68433	http://n2t.net/ark:/65665/3f13c2bb4-65a7-48fb-8326-62392f015299: isotype of Begonia mekonggensis Girm. & Wiriad.
Q68434	http://n2t.net/ark:/65665/3f16d7bad-4e38-4486-a269-732a473e1ef2: holotype of Ageratum hondurense R.M.King & H.Rob.
Q68435	http://n2t.net/ark:/65665/3f1efc711-3976-427a-8278-aae2a3a36fcc: isotype of Acer binzayedii Y.L.Vargas-Rodr.
Q68436	http://n2t.net/ark:/65665/3f2b6f1b2-c2f3-4a53-9af7-bb4c7b44b872: holotype of Ardisia skutchii C.V.Morton
Q68437	http://n2t.net/ark:/65665/3f3762f51-0ed5-4d38-b58d-11e1b9117b46: isotype of Anneslia etzatlana Britton & Rose
Q68438	http://n2t.net/ark:/65665/3f39d931d-10b7-48ba-be50-c72e79bd24d6: isotype of Aphelandra madrensis Lindau
Q68439	http://n2t.net/ark:/65665/3f3af830b-8df1-48d5-93b0-4f6a0c038bdd: isotype of Anthurium ramosense Croat
Q68440	http://n2t.net/ark:/65665/3f3bcaec8-0dc2-40b5-b4be-9a472c6a0524: isotype of Anneslia pueblana Britton & Rose
Q68441	http://n2t.net/ark:/65665/3f40dc3c6-a94c-4cab-a2e2-fd4b15f3c417: holotype of Aulonemia jauaensis Judz. & Davidse
Q68442	http://n2t.net/ark:/65665/3f4a67686-e37d-48fd-b2cc-1929a4e28ba8: isotype of Begonia pluvialis L.B.Sm. ex S.F.Sm. & Wassh.
Q68443	http://n2t.net/ark:/65665/3f4cd5359-2875-4d8e-b8c1-d583c6e956e6: holotype of Aphelandra phaina Wassh.
Q68444	http://n2t.net/ark:/65665/3f5f3427f-29ac-4c78-a63e-9e0731552fb5: isotype of Atractantha cardinalis Judz.
Q68445	http://n2t.net/ark:/65665/3f679d7ee-362d-4aed-b16c-a73c50bef606: holotype of Aristida kleinii L.B.Sm.
Q68446	http://n2t.net/ark:/65665/3f6885f02-2af0-4fdf-9c17-eb0d37d6101f: isotype of Anthurium lancea var. ecostatum Croat
Q68447	http://n2t.net/ark:/65665/3f6c65b00-78a3-4845-9936-31f89cb389fb: isotype of Austroeupatorium cordatoacuminatum H.Rob.
Q68448	http://n2t.net/ark:/65665/3f6f618fb-4f77-4180-a7fd-10d73281178a: holotype of Aristida stricta var. nealleyi Vasey
Q68449	http://n2t.net/ark:/65665/3f7181f44-4dfe-4ff0-baed-0f8c9b15354c: holotype of Asplenium sanchezii A.R.Sm.
Q68450	http://n2t.net/ark:/65665/3f77e07fc-ba63-4d40-9046-d565f64e0112: isotype of Arabis pygmaea Rollins
Q68451	http://n2t.net/ark:/65665/3f78e5150-9100-4107-b923-3913dcdd4c66: holotype of Bocoa limae R.S.Cowan
Q68452	http://n2t.net/ark:/65665/3f8042993-6cf7-4088-8e77-f141b1e0a994: isotype of Astragalus asotinensis Björk & Fishbein
Q68453	http://n2t.net/ark:/65665/3f8abbe38-2bfc-49dc-9bbf-6b1b97ee0833: isotype of Begonia toledana L.B.Sm. & B.G.Schub.
Q68454	http://n2t.net/ark:/65665/3f8b76d94-0cb9-4f47-a075-a2c07acfc9c5: holotype of Ageratina bishopii R.M.King & H.Rob.
Q68455	http://n2t.net/ark:/65665/3f8e66a16-6bf3-4f44-9560-6c4b2ca8dc6e: holotype of Asplenium cuspidatum var. triculum Lellinger
Q68456	http://n2t.net/ark:/65665/3f8e8d5e2-67e9-4300-9bcb-3749f6a41280: isotype of Amalophyllon clarkii Boggan, L.E.Skog & Roalson
Q68457	http://n2t.net/ark:/65665/3f90cd048-9d43-4080-936e-aaf9d41eb03a: isotype of Arthrostylidium judziewiczii Davidse
Q68458	http://n2t.net/ark:/65665/3f96e4bfa-bf87-441e-88a7-6236b870639e: holotype of Acer brachypterum Wooton & Standl.
Q68459	http://n2t.net/ark:/65665/3f9b1ae7a-36d9-47a4-84b8-b6308a68211d: holotype of Ageratina costaricensis R.M.King & H.Rob.
Q68460	http://n2t.net/ark:/65665/3faa49470-1572-4687-8944-7bf6c7ef3095: holotype of Alloneuron ecuadorense Wurdack
Q68461	http://n2t.net/ark:/65665/3faaf555f-3fdd-44a7-ab84-727481228c4c: isotype of Anthurium curtispadix Croat
Q68462	http://n2t.net/ark:/65665/3fab265ae-2254-43ae-8fb6-2f85faaff28a: holotype of Barbacenia magalhaesii L.B.Sm.
Q68463	http://n2t.net/ark:/65665/3fb191bab-d885-4470-8639-dac1929a24a9: holotype of Ageratina villonacoensis H.Rob.
Q68464	http://n2t.net/ark:/65665/3fb49fde3-7e65-4908-8932-a142f28a1603: holotype of Aphelandra neillii Wassh.
Q68465	http://n2t.net/ark:/65665/3fc0174d1-1dd2-4fd1-9684-1808419d8651: holotype of Ageratina trianae H.Rob.
Q68466	http://n2t.net/ark:/65665/3fc48bfe6-ae4c-44b0-80bf-fb7132206ec4: isotype of Anthurium jesusii Croat
Q68467	http://n2t.net/ark:/65665/3fc509db3-defe-4f2a-ad91-52a67305a5b3: isotype of Bonyunia spectabilis J.R.Grant
Q68468	http://n2t.net/ark:/65665/3fc97412f-318d-4fc0-a062-27d70f258a97: holotype of Alsobia baroniae L.E.Skog & Barrie
Q68469	http://n2t.net/ark:/65665/3fd1ab16c-f625-4bc6-a7ba-a833dff49219: holotype of Aciotis olivieriana Freire-Fierro
Q68470	http://n2t.net/ark:/65665/3fd1e8159-167d-4bc9-88cb-9ba0ed34388f: holotype of Albizia marthae Britton & Killip
Q68471	http://n2t.net/ark:/65665/3fd9b6819-22c2-4355-94d7-cfb1e6102540: holotype of Agave jaiboli Gentry
Q68472	http://n2t.net/ark:/65665/3fdb0d068-6002-48c6-8d32-66077c46e004: isotype of Anatherostipa orurensis F.Rojas
Q68473	http://n2t.net/ark:/65665/3fdee01ff-7576-41ec-8b9e-c01c514ee1d6: lectotype of Aristolochia pilosa var. ligulifera Mast. ex Donn.Sm.
Q68474	http://n2t.net/ark:/65665/3fe5d4412-941d-4274-b249-fe703b44daf9: holotype of Agave deserti subsp. simplex Gentry
Q68475	http://n2t.net/ark:/65665/3feafdb2d-1ce3-4c4f-b1a8-ec72eb41730e: holotype of Acalypha simplicistyla Cardiel
Q68476	http://n2t.net/ark:/65665/3fee7d7b6-2fd6-4ed6-ad9b-2b2cd2a057f3: holotype of Bartsia strigosa Molau
Q68477	http://n2t.net/ark:/65665/3ff44d6ad-5fac-4856-8c69-af6d17b360ef: holotype of Adelobotrys acreanus Wurdack
Q68478	http://n2t.net/ark:/65665/3ff7530f5-de7c-4544-84e2-a2e4a13f1fe0: holotype of Aechmea prancei L.B.Sm.
Q68479	http://sesam.senckenberg.de/page/index.asp?objekt_id=1024334&sprache_kurz=en: holotype of Anemotrochus yamanigueyensis Mangelsdorff, Meve & Liede
Q68480	http://sesam.senckenberg.de/page/index.asp?objekt_id=737133&sprache_kurz=en: holotype of Asperula tymphaea T.Gregor, Meierott & Raus
Q68481	http://sesam.senckenberg.de/page/index.asp?objekt_id=791554&sprache_kurz=en: holotype of Asplenium ruta-muraria var. schriesheimense Röhner & Bujnoch
Q68482	http://specimens.kew.org/herbarium/63599.000: isotype of Bauhinia capuronii Du Puy & R.Rabev.
Q68483	http://specimens.kew.org/herbarium/71514.000: holotype of Angraecum platycornu Hermans, P.J.Cribb & Bosser
Q68484	http://specimens.kew.org/herbarium/71681.000: holotype of Blepharodon crabronum Goyder
Q68485	http://specimens.kew.org/herbarium/77795.000: holotype of Areca riparia Heatubun
Q68486	http://specimens.kew.org/herbarium/78230.000: isotype of Begonia pentandra W.N.Takeuchi
Q68487	http://specimens.kew.org/herbarium/78231.000: isotype of Begonia sandsiana W.N.Takeuchi
Q68488	http://specimens.kew.org/herbarium/K000006564: isotype of Acritopappus pintoi Bautista & D.J.N.Hind
Q68489	http://specimens.kew.org/herbarium/K000009981: lectotype of Baccharis tucumanensis Hook. & Arn.
Q68490	http://specimens.kew.org/herbarium/K000018855: isotype of Atractantha aureolanata Judz.
Q68491	http://specimens.kew.org/herbarium/K000023252: isotype of Anthonotha xanderi Breteler
Q68492	http://specimens.kew.org/herbarium/K000023933: isotype of Baphia vili Cheek
Q68493	http://specimens.kew.org/herbarium/K000035334: isotype of Begonia salesopolensis S.J.Gomes da Silva & Mamede
Q68494	http://specimens.kew.org/herbarium/K000037102: isotype of Begonia kingdon-wardii Tebbitt
Q68495	http://specimens.kew.org/herbarium/K000052518: isotype of Agrianthus almasensis D.J.N.Hind
Q68496	http://specimens.kew.org/herbarium/K000053109: isotype of Baccharis pseudobrevifolia D.J.N.Hind
Q68497	http://specimens.kew.org/herbarium/K000053469: isotype of Aspilia almasensis D.J.N.Hind
Q68498	http://specimens.kew.org/herbarium/K000054426: holotype of Aspilia ramagii Ridl.
Q68499	http://specimens.kew.org/herbarium/K000064516: isotype of Aphelandra wendtii T.F.Daniel
Q68500	http://specimens.kew.org/herbarium/K000068348: holotype of Barnadesia woodii D.J.N.Hind
Q68501	http://specimens.kew.org/herbarium/K000068349: isotype of Barnadesia woodii D.J.N.Hind
Q68502	http://specimens.kew.org/herbarium/K000096783: isotype of Aripuana cullmaniorum Struwe, Maas & V.A.Albert
Q68503	http://specimens.kew.org/herbarium/K000099464: isotype of Anthurium nigropunctatum Croat & J.Rodr.
Q68504	http://specimens.kew.org/herbarium/K000099465: isotype of Anthurium cupulispathum Croat & J.Rodr.
Q68505	http://specimens.kew.org/herbarium/K000099468: isotype of Anthurium cupulispathum Croat & J.Rodr.
Q68506	http://specimens.kew.org/herbarium/K000099471: isotype of Anthurium magnifolium Croat & J.Rodr.
Q68507	http://specimens.kew.org/herbarium/K000099472: isotype of Anthurium magnifolium Croat & J.Rodr.
Q68508	http://specimens.kew.org/herbarium/K000099477: isotype of Anthurium jimenae Croat
Q68509	http://specimens.kew.org/herbarium/K000099816: isotype of Arisaema murrayi var. sonubeniae P.Tetali, Punekar & Lakshmin.
Q68510	http://specimens.kew.org/herbarium/K000099819: holotype of Amorphophallus commutatus var. anmodensis Sivad. & Jaleel
Q68511	http://specimens.kew.org/herbarium/K000118484: holotype of Andira cujabensis Benth.
Q68512	http://specimens.kew.org/herbarium/K000118485: holotype of Andira cujabensis Benth.
Q68513	http://specimens.kew.org/herbarium/K000118784: isotype of Arachis valida Krapov. & W.C.Greg.
Q68514	http://specimens.kew.org/herbarium/K000118785: isotype of Arachis cryptopotamica Krapov. & W.C.Greg.
Q68515	http://specimens.kew.org/herbarium/K000172784: isotype of Amaracarpus grandiflorus A.P.Davis
Q68516	http://specimens.kew.org/herbarium/K000187936: isotype of Andira cordata Arroyo ex R.T.Penn. & H.C.Lima
Q68517	http://specimens.kew.org/herbarium/K000190255: holotype of Barleria aristata I.Darbysh.
Q68518	http://specimens.kew.org/herbarium/K000196881: lectotype of Asclepias pilgeriana Schltr.
Q68519	http://specimens.kew.org/herbarium/K000205257: isotype of Arachis pintoi Krapov. & W.C.Greg.
Q68520	http://specimens.kew.org/herbarium/K000222041: lectotype of Baccharis macraei Hook. & Arn.
Q68521	http://specimens.kew.org/herbarium/K000222050: lectotype of Baccharis patagonica Hook. & Arn.
Q68522	http://specimens.kew.org/herbarium/K000222463: isotype of Adesmia arillata Miotto
Q68523	http://specimens.kew.org/herbarium/K000222470: isotype of Adesmia riograndensis Miotto
Q68524	http://specimens.kew.org/herbarium/K000228407: isotype of Antiaropsis uniflora C.C.Berg
Q68525	http://specimens.kew.org/herbarium/K000256758: isotype of Aloe richtersveldensis Venter & Beukes
Q68526	http://specimens.kew.org/herbarium/K000260839: holotype of Begonia mimikaensis Sands
Q68527	http://specimens.kew.org/herbarium/K000264052: holotype of Andira cubensis Benth.
Q68528	http://specimens.kew.org/herbarium/K000264061: isotype of Andira cordata Arroyo ex R.T.Penn. & H.C.Lima
Q68529	http://specimens.kew.org/herbarium/K000264632: lectotype of Bauhinia dipetala Hemsl.
Q68530	http://specimens.kew.org/herbarium/K000264665: lectotype of Bauhinia curvula Benth.
Q68531	http://specimens.kew.org/herbarium/K000264787: isotype of Bauhinia uniflora Hassl.
Q68532	http://specimens.kew.org/herbarium/K000264815: isotype of Bauhinia ayabacensis Wunderlin
Q68533	http://specimens.kew.org/herbarium/K000294570: isotype of Aechmea bromeliifolia var. angustispica Philcox
Q68534	http://specimens.kew.org/herbarium/K000294572: isotype of Aechmea bromeliifolia var. angustispica Philcox
Q68535	http://specimens.kew.org/herbarium/K000297045: isotype of Acaciella tequilana var. pubifoliolata L.Rico
