occurrenceID	item	gbifID	eventDate	locality	recordedBy	uri	scientificName	col:institutionCode	countryCode
urn:catalog:MO:Tropicos:102918219	Q78056	4061213467	2004-11-20	PN d'Andringitra, camp d'Imaitso, vallée d'Ambaravarandanitra.	T. Janssen	http://www.tropicos.org/Specimen/102918219	Cyathea meridionalis Janssen & Rakotondr.	TAN	MG
urn:catalog:MO:Tropicos:102920368	Q83654	4031764640	2014-02-05	Distrito Yuyapichis. CC.NN Tahuantinsuyo. Reserva Comunal el Sira.	Luis Valenzuela G.;Abel Monteagudo;Jaime Flores;V. Chama;Gerry Shareva M.;Danitza Bellota	http://www.tropicos.org/Specimen/102920368	Freziera siraensis D.Santam. & A.K.Monro	MO	PE
urn:catalog:MO:Tropicos:102920369	Q83654	4061247673	2014-02-05	Distrito Yuyapichis. CC.NN Tahuantinsuyo. Reserva Comunal el Sira.	Luis Valenzuela G.;Abel Monteagudo;Jaime Flores;V. Chama;Gerry Shareva M.;Danitza Bellota	http://www.tropicos.org/Specimen/102920369	Freziera siraensis D.Santam. & A.K.Monro	HOXA	PE
urn:catalog:MO:Tropicos:102920371	Q96397	4061194430	2014-11-04	Ambohipiandrianana-Ambohibary, Ihadilagnana, Ambositra.	Tefy Andriamihajarivo;Fortunat Rakotoarivony;S. Andriambololonera	http://www.tropicos.org/Specimen/102920371	Pentachlaena vestita Andriam., Lowry & G.E.Schatz	P	MG
urn:catalog:MO:Tropicos:102920372	Q96397	4061926442	2014-11-04	Ambohipiandrianana-Ambohibary, Ihadilagnana, Ambositra.	Tefy Andriamihajarivo;Fortunat Rakotoarivony;S. Andriambololonera	http://www.tropicos.org/Specimen/102920372	Pentachlaena vestita Andriam., Lowry & G.E.Schatz	TAN	MG
urn:catalog:MO:Tropicos:102920373	Q96397	4032165672	2014-11-04	Ambohipiandrianana-Ambohibary, Ihadilagnana, Ambositra.	Tefy Andriamihajarivo;Fortunat Rakotoarivony;S. Andriambololonera	http://www.tropicos.org/Specimen/102920373	Pentachlaena vestita Andriam., Lowry & G.E.Schatz	MO	MG
urn:catalog:MO:Tropicos:102921332	Q94021	4061213571	1846-03	Guayaquil	W. Jameson	http://www.tropicos.org/Specimen/102921332	Nymphaea jamesoniana Planch.	G	EC
urn:catalog:MO:Tropicos:102921336	Q94016	4061233248	1839-07		George Gardner	http://www.tropicos.org/Specimen/102921336	Nymphaea gardneriana Planch.	G	BR
urn:catalog:MO:Tropicos:102921344	Q94023	4061812372	1819-04	In aquis stagnantibus ad flumen St. Francisco prope Juazeiro.	C. F. P. Martius	http://www.tropicos.org/Specimen/102921344	Nymphaea lasiophylla Mart. & Zucc.	M	BR
urn:catalog:MO:Tropicos:102921637	Q81700	4031899770	2014-10-13	Distrito Pampa Hermoza. Comunidad campesina Santa Rosa de Toldopampa. Caserío Jatun Talhuis. Bosque de Protección Pui Pui.	Luis Valenzuela G.;Jaime Flores;Gerry Shareva M.	http://www.tropicos.org/Specimen/102921637	Epidendrum trullatum Hágsater, L.Valenz. & E.Santiago	MO	PE
urn:catalog:MO:Tropicos:102921638	Q81700	4061927507	2014-10-13	Distrito Pampa Hermoza. Comunidad campesina Santa Rosa de Toldopampa. Caserío Jatun Talhuis. Bosque de Protección Pui Pui.	Luis Valenzuela G.;Jaime Flores;Gerry Shareva M.	http://www.tropicos.org/Specimen/102921638	Epidendrum trullatum Hágsater, L.Valenz. & E.Santiago	HOXA	PE
urn:catalog:MO:Tropicos:102921929	Q94215	4061743446	2014-10-17	Distrito Pampa Hermosa. Comunidad campesina Huánuco. Caserío Antuyo. Bosque de Protección Pui Pui.	Luis Valenzuela G.;Jaime Flores;Gerry Shareva M.;H. Llantoy;J. Doñe;A. Arteaga	http://www.tropicos.org/Specimen/102921929	Ocotea raymondiana van der Werff	HOXA	PE
urn:catalog:MO:Tropicos:102922104	Q93903	4031360483	2014-10-25	Distrito Monobamba. Comunidad campesina Marancocha. Zona de amortiguamiento del Bosque de Protección Pui Pui.	Luis Valenzuela G.;Jaime Flores;Gerry Shareva M.;H. Llantoy;J. Doñe	http://www.tropicos.org/Specimen/102922104	Nordenstamia valenzuelae H.Beltrán & J.Calvo	MO	PE
urn:catalog:MO:Tropicos:102922105	Q93903	4061967125	2014-10-25	Distrito Monobamba. Comunidad campesina Marancocha. Zona de amortiguamiento del Bosque de Protección Pui Pui.	Luis Valenzuela G.;Jaime Flores;Gerry Shareva M.;H. Llantoy;J. Doñe	http://www.tropicos.org/Specimen/102922105	Nordenstamia valenzuelae H.Beltrán & J.Calvo	HOXA	PE
urn:catalog:MO:Tropicos:102922121	Q73255	4031968357	2014-10-25	Distrito Monobamba. Comunidad campesina Marancocha. Zona de amortiguamiento del Bosque de Protección Pui Pui.	Luis Valenzuela G.;Jaime Flores;Gerry Shareva M.;H. Llantoy;J. Doñe	http://www.tropicos.org/Specimen/102922121	Brachionidium puipuiensis L.Valenz.	MO	PE
urn:catalog:MO:Tropicos:102922122	Q73255	4061743455	2014-10-25	Distrito Monobamba. Comunidad campesina Marancocha. Zona de amortiguamiento del Bosque de Protección Pui Pui.	Luis Valenzuela G.;Jaime Flores;Gerry Shareva M.;H. Llantoy;J. Doñe	http://www.tropicos.org/Specimen/102922122	Brachionidium puipuiensis L.Valenz.	HOXA	PE
urn:catalog:MO:Tropicos:102922229	Q77991	4061939511	2005-04-20	Ivohibe, corridor forestier reliant la RS d'Ivohibe au PN d'Andringitra , forêt d'angodongodona, lieu-dit Amparambatopitsinjova.	T. Janssen	http://www.tropicos.org/Specimen/102922229	Cyathea acutula var. deltoidea Janssen & Rakotondr.	TAN	MG
urn:catalog:MO:Tropicos:102922288	Q91488	4061737643	2004-09-25	New road Loja-Zamora, ca. 4 km E of pass ""El Tiro"", ridge from white cross on left road side (towards the valley)	Marcus Lehnert	http://www.tropicos.org/Specimen/102922288	Melpomene occidentalis Lehnert	GOET	EC
urn:catalog:MO:Tropicos:102922289	Q91488	4061213608	2004-09-25	New road Loja-Zamora, ca. 4 km E of pass ""El Tiro"", ridge from white cross on left road side (towards the valley)	Marcus Lehnert	http://www.tropicos.org/Specimen/102922289	Melpomene occidentalis Lehnert	UC	EC
urn:catalog:MO:Tropicos:102922324	Q93472	4031902552	2001-12-03	Cordillera Central, Municipio San José de Las Matas, comunidad Mata Grande, subida del Valle del Bao, A. Bermúdez.	Teodoro Clase;et al.	http://www.tropicos.org/Specimen/102922324	Narvalina antrorsa Pruski	MO	JM
urn:catalog:MO:Tropicos:102922397	Q79007	4061743470	1984-04-13	2 km al Norte del Poblado 2; selva altamediana subperennifolia con Dialium, Brosimum, Bernoullia, Ficus lapathifolia, Robinsonella mirandae, Bursera, Spondias radlkoferi, etc.; zona cárstica con afloramientos de caliza.	George E. Schatz;Thomas L. Wendt	http://www.tropicos.org/Specimen/102922397	Desmopsis uxpanapensis G.E.Schatz	U	MX
urn:catalog:MO:Tropicos:102922398	Q79007	4061737650	1984-04-13	2 km al Norte del Poblado 2; selva altamediana subperennifolia con Dialium, Brosimum, Bernoullia, Ficus lapathifolia, Robinsonella mirandae, Bursera, Spondias radlkoferi, etc.; zona cárstica con afloramientos de caliza.	George E. Schatz;Thomas L. Wendt	http://www.tropicos.org/Specimen/102922398	Desmopsis uxpanapensis G.E.Schatz	MEXU	MX
urn:catalog:MO:Tropicos:102922399	Q79007	4061213612	1984-04-13	2 km al Norte del Poblado 2; selva altamediana subperennifolia con Dialium, Brosimum, Bernoullia, Ficus lapathifolia, Robinsonella mirandae, Bursera, Spondias radlkoferi, etc.; zona cárstica con afloramientos de caliza.	George E. Schatz;Thomas L. Wendt	http://www.tropicos.org/Specimen/102922399	Desmopsis uxpanapensis G.E.Schatz	CHAPA	MX
urn:catalog:MO:Tropicos:102922400	Q79007	4061812414	1984-04-13	2 km al Norte del Poblado 2; selva altamediana subperennifolia con Dialium, Brosimum, Bernoullia, Ficus lapathifolia, Robinsonella mirandae, Bursera, Spondias radlkoferi, etc.; zona cárstica con afloramientos de caliza.	George E. Schatz;Thomas L. Wendt	http://www.tropicos.org/Specimen/102922400	Desmopsis uxpanapensis G.E.Schatz	WIS	MX
urn:catalog:MO:Tropicos:102922401	Q79007	4061207348	1984-04-13	2 km al Norte del Poblado 2; selva altamediana subperennifolia con Dialium, Brosimum, Bernoullia, Ficus lapathifolia, Robinsonella mirandae, Bursera, Spondias radlkoferi, etc.; zona cárstica con afloramientos de caliza.	George E. Schatz;Thomas L. Wendt	http://www.tropicos.org/Specimen/102922401	Desmopsis uxpanapensis G.E.Schatz	XAL	MX
urn:catalog:MO:Tropicos:102922402	Q79007	4031462471	1984-04-13	2 km al Norte del Poblado 2; selva altamediana subperennifolia con Dialium, Brosimum, Bernoullia, Ficus lapathifolia, Robinsonella mirandae, Bursera, Spondias radlkoferi, etc.; zona cárstica con afloramientos de caliza.	George E. Schatz;Thomas L. Wendt	http://www.tropicos.org/Specimen/102922402	Desmopsis uxpanapensis G.E.Schatz	MO	MX
urn:catalog:MO:Tropicos:102922403	Q79007	4061233287	1984-04-13	2 km al Norte del Poblado 2; selva altamediana subperennifolia con Dialium, Brosimum, Bernoullia, Ficus lapathifolia, Robinsonella mirandae, Bursera, Spondias radlkoferi, etc.; zona cárstica con afloramientos de caliza.	George E. Schatz;Thomas L. Wendt	http://www.tropicos.org/Specimen/102922403	Desmopsis uxpanapensis G.E.Schatz	NY	MX
urn:catalog:MO:Tropicos:102922405	Q79009	4061939514	1983-05-13	12 km NE de Uxpanapa (Pob. 12) sobre camino a Díaz Ordaz, loma al SO de Díaz Ordaz y al NO del Pob. 13; loma caliza con suelos profundos, afloramientos de piedra en la cima, selva alta perennifolia de Terminalia, Dialium, Guarea, Brosimum, Pouteria sapota, Guatteria anomala, Zuelania, etc.	Thomas L. Wendt;A. Villalobos C.;I. Navarrete	http://www.tropicos.org/Specimen/102922405	Desmopsis wendtii G.E.Schatz	MEXU	MX
urn:catalog:MO:Tropicos:102922406	Q79009	4061723524	1983-05-13	12 km NE de Uxpanapa (Pob. 12) sobre camino a Díaz Ordaz, loma al SO de Díaz Ordaz y al NO del Pob. 13; loma caliza con suelos profundos, afloramientos de piedra en la cima, selva alta perennifolia de Terminalia, Dialium, Guarea, Brosimum, Pouteria sapota, Guatteria anomala, Zuelania, etc.	Thomas L. Wendt;A. Villalobos C.;I. Navarrete	http://www.tropicos.org/Specimen/102922406	Desmopsis wendtii G.E.Schatz	CHAPA	MX
urn:catalog:MO:Tropicos:102922407	Q79009	4061196079	1983-05-13	12 km NE de Uxpanapa (Pob. 12) sobre camino a Díaz Ordaz, loma al SO de Díaz Ordaz y al NO del Pob. 13; loma caliza con suelos profundos, afloramientos de piedra en la cima, selva alta perennifolia de Terminalia, Dialium, Guarea, Brosimum, Pouteria sapota, Guatteria anomala, Zuelania, etc.	Thomas L. Wendt;A. Villalobos C.;I. Navarrete	http://www.tropicos.org/Specimen/102922407	Desmopsis wendtii G.E.Schatz	WIS	MX
urn:catalog:MO:Tropicos:102922408	Q79009	4061927530	1983-05-13	12 km NE de Uxpanapa (Pob. 12) sobre camino a Díaz Ordaz, loma al SO de Díaz Ordaz y al NO del Pob. 13; loma caliza con suelos profundos, afloramientos de piedra en la cima, selva alta perennifolia de Terminalia, Dialium, Guarea, Brosimum, Pouteria sapota, Guatteria anomala, Zuelania, etc.	Thomas L. Wendt;A. Villalobos C.;I. Navarrete	http://www.tropicos.org/Specimen/102922408	Desmopsis wendtii G.E.Schatz	XAL	MX
urn:catalog:MO:Tropicos:102922409	Q79009	4031862418	1983-05-13	12 km NE de Uxpanapa (Pob. 12) sobre camino a Díaz Ordaz, loma al SO de Díaz Ordaz y al NO del Pob. 13; loma caliza con suelos profundos, afloramientos de piedra en la cima, selva alta perennifolia de Terminalia, Dialium, Guarea, Brosimum, Pouteria sapota, Guatteria anomala, Zuelania, etc.	Thomas L. Wendt;A. Villalobos C.;I. Navarrete	http://www.tropicos.org/Specimen/102922409	Desmopsis wendtii G.E.Schatz	MO	MX
urn:catalog:MO:Tropicos:102922410	Q79009	4061213613	1983-05-13	12 km NE de Uxpanapa (Pob. 12) sobre camino a Díaz Ordaz, loma al SO de Díaz Ordaz y al NO del Pob. 13; loma caliza con suelos profundos, afloramientos de piedra en la cima, selva alta perennifolia de Terminalia, Dialium, Guarea, Brosimum, Pouteria sapota, Guatteria anomala, Zuelania, etc.	Thomas L. Wendt;A. Villalobos C.;I. Navarrete	http://www.tropicos.org/Specimen/102922410	Desmopsis wendtii G.E.Schatz	NY	MX
urn:catalog:MO:Tropicos:102922865	Q104682	4031365644	2014-04-09	Aoupinié.	Jérôme Munzinger	http://www.tropicos.org/Specimen/102922865	Storthocalyx corymbosus Munzinger, Lowry, Buerki & Callm.	MO	NC
urn:catalog:MO:Tropicos:102923921	Q100652	4061246364	2011-06-17	Cutris, finca del proyecto minero Crucitas (Industrias Infinito). Recolectada por Luis Sandoval, 17 junio 2011.	Melania Fernández	http://www.tropicos.org/Specimen/102923921	Reichantha jorge-warneri C.M.Sm., Bogarín & Pupulin	JBL	CR
urn:catalog:MO:Tropicos:102924631	Q91530	4061737738		Nord-Est: contreforts occidentaux du massif de Marojejy, près du col de Doanyanala (limite des bassins de la Lokoho et de l'Andraronga), sous le col versant Nord. Forêt ombrophile; sur latérite de gneiss	H. Humbert	http://www.tropicos.org/Specimen/102924631	Mendoncia kely E.Magnaghi	P	MG
urn:catalog:MO:Tropicos:102924632	Q91530	4032148671		Nord-Est: contreforts occidentaux du massif de Marojejy, près du col de Doanyanala (limite des bassins de la Lokoho et de l'Andraronga), sous le col versant Nord. Forêt ombrophile; sur latérite de gneiss	H. Humbert	http://www.tropicos.org/Specimen/102924632	Mendoncia kely E.Magnaghi	MO	MG
urn:catalog:MO:Tropicos:102924916	Q84818	4032103864	2009-07-16	P.N. Santa Fe. La Sabaneta. E0501556, N0959877.	Alicia Ibáñez;Fermín Hernández;José Guerra;Víctor Concepción	http://www.tropicos.org/Specimen/102924916	Guatteria aliciae Maas & Erkens	MO	PA
urn:catalog:MO:Tropicos:102927919	Q94025	4061927694	1982-06-28	Pond along BR-316 between Teresina and Caxias at km 598, ca. 23 km W of Rio Parnaíba.	John H. Wiersema;Charles N. Horn;Marcelo de Ataide Silva	http://www.tropicos.org/Specimen/102927919	Nymphaea lingulata Wiersema	IPA	BR
urn:catalog:MO:Tropicos:102928739	Q90069	4061246515	1981-01-12	4.2 km W of Escola on road to Jacal, 17.5 km by road NW of Coscomatepec.	Michael H. Nee;George E. Schatz	http://www.tropicos.org/Specimen/102928739	Lycianthes michaelneei E.Dean	WIS	MX
urn:catalog:MO:Tropicos:102928868	Q97286	4031873643	1975	22 km east of Zaragosa on road to La Cuervas mine.	D. Wiens;Frank G. Hawksworth;Bailey;Robert L. Mathiasen	http://www.tropicos.org/Specimen/102928868	Phoradendron tetracarpum Kuijt	MO	MX
urn:catalog:MO:Tropicos:102928874	Q97201	4061194729	1975	Highway 40, 54 km W of El Salto, near Puerto Buenos Aires.	D. Wiens;Frank G. Hawksworth;Bailey;Robert L. Mathiasen	http://www.tropicos.org/Specimen/102928874	Phoradendron abietinum Wiens	RSA	MX
urn:catalog:MO:Tropicos:102928875	Q97201	4031774798	1975	Highway 40, 54 km W of El Salto, near Puerto Buenos Aires.	D. Wiens;Frank G. Hawksworth;Bailey;Robert L. Mathiasen	http://www.tropicos.org/Specimen/102928875	Phoradendron abietinum Wiens	MO	MX
urn:catalog:MO:Tropicos:102928876	Q97201	4061743725	1975	Highway 40, 54 km W of El Salto, near Puerto Buenos Aires.	D. Wiens;Frank G. Hawksworth;Bailey;Robert L. Mathiasen	http://www.tropicos.org/Specimen/102928876	Phoradendron abietinum Wiens	US	MX
urn:catalog:MO:Tropicos:102928877	Q97201	4061737898	1975	Highway 40, 54 km W of El Salto, near Puerto Buenos Aires.	D. Wiens;Frank G. Hawksworth;Bailey;Robert L. Mathiasen	http://www.tropicos.org/Specimen/102928877	Phoradendron abietinum Wiens	FPF	MX
urn:catalog:MO:Tropicos:102928889	Q89896	4061213867	2005-12	Palo Verde, Río Subí, Costa Pacífica.	Gaspar A. Silvera;B. Rodríguez	http://www.tropicos.org/Specimen/102928889	Lophiaris silverarum Carnevali & Cetzal	CICY	PA
urn:catalog:MO:Tropicos:102928890	Q89896	4061939726	2005-12	Palo Verde, Río Subí, Costa Pacífica.	Gaspar A. Silvera;B. Rodríguez	http://www.tropicos.org/Specimen/102928890	Lophiaris silverarum Carnevali & Cetzal	AMES	PA
urn:catalog:MO:Tropicos:102928911	Q104131	4061213868	2008-12	Area behind Lagos de Montebello on road to the Selva Lacandona.	C. Dietz	http://www.tropicos.org/Specimen/102928911	Stelis kailae Solano & C.Dietz	AMO	MX
urn:catalog:MO:Tropicos:102928916	Q76089	4061247954	2013-02-19	Cima del volcán de Acatlán sobre el anillo de la parte sureste.	E. Ruiz-Sanchez;M.T. Mejía-Saulés	http://www.tropicos.org/Specimen/102928916	Chusquea enigmatica Ruiz-Sanchez, Mejía-Saulés & L.G.Clark	XAL	MX
urn:catalog:MO:Tropicos:102928917	Q76089	4061939727	2013-02-19	Cima del volcán de Acatlán sobre el anillo de la parte sureste.	E. Ruiz-Sanchez;M.T. Mejía-Saulés	http://www.tropicos.org/Specimen/102928917	Chusquea enigmatica Ruiz-Sanchez, Mejía-Saulés & L.G.Clark	IEB	MX
urn:catalog:MO:Tropicos:102928918	Q76089	4061723729	2013-02-19	Cima del volcán de Acatlán sobre el anillo de la parte sureste.	E. Ruiz-Sanchez;M.T. Mejía-Saulés	http://www.tropicos.org/Specimen/102928918	Chusquea enigmatica Ruiz-Sanchez, Mejía-Saulés & L.G.Clark	ISC	MX
urn:catalog:MO:Tropicos:102929197	Q78035	4061247962	2004-11-26	Forêt de Manantantely, piste menant de la station de la Cascade sur la colline Bevitanona.	T. Janssen	http://www.tropicos.org/Specimen/102929197	Cyathea emilei var. dauphinensis Janssen & Rakotondr.	TAN	MG
urn:catalog:MO:Tropicos:102929198	Q104956	4061939736	2009-05-24	Lake Totolcingo, E of El Carmen Tequexquitla.	Ernesto Alvarado Reyes	http://www.tropicos.org/Specimen/102929198	Suaeda pulvinata Alvarado Reyes & Flores Olv.	MEXU	MX
urn:catalog:MO:Tropicos:102929199	Q104956	4061723742	2009-05-24	Lake Totolcingo, E of El Carmen Tequexquitla.	Ernesto Alvarado Reyes	http://www.tropicos.org/Specimen/102929199	Suaeda pulvinata Alvarado Reyes & Flores Olv.	BM	MX
urn:catalog:MO:Tropicos:102929200	Q104956	4031899910	2009-05-24	Lake Totolcingo, E of El Carmen Tequexquitla.	Ernesto Alvarado Reyes	http://www.tropicos.org/Specimen/102929200	Suaeda pulvinata Alvarado Reyes & Flores Olv.	MO	MX
urn:catalog:MO:Tropicos:102929220	Q77682	4061939737	2011-05-31	Mpio. San Miguel del Puerto. Cima de Cerro Campana.	Arturo Sánchez M.	http://www.tropicos.org/Specimen/102929220	Croton pascualii E.J.Lott & Mart.Gord.	MEXU	MX
urn:catalog:MO:Tropicos:102929221	Q77682	4061723743	2011-05-31	Mpio. San Miguel del Puerto. Cima de Cerro Campana.	Arturo Sánchez M.	http://www.tropicos.org/Specimen/102929221	Croton pascualii E.J.Lott & Mart.Gord.	TEX	MX
urn:catalog:MO:Tropicos:102929969	Q84816	4061207612	1994-04-20	Cerro Los Piaguales, El Cortezo	N. Rivera	http://www.tropicos.org/Specimen/102929969	Guatteria acrantha Erkens & Maas	PMA	PA
urn:catalog:MO:Tropicos:102929970	Q84816	4061212302	1994-04-20	Cerro Los Piaguales, El Cortezo	N. Rivera	http://www.tropicos.org/Specimen/102929970	Guatteria acrantha Erkens & Maas	SCZ	PA
urn:catalog:MO:Tropicos:102929995	Q79523	4062181140	1994-06	Corregimiento de Anaime, Páramo de los Valles, La Cascada, Hacia Santa Helena.	Blanca Leonora Restrepo	http://www.tropicos.org/Specimen/102929995	Diplostephium chrysotrichum S.Díaz & Restrepo	US	CO
urn:catalog:MO:Tropicos:102930177	Q99351	4061812698	1941-06-27	Manáos, in silva humida non-inundabili circa cataractarum minorum fluminis Tarumá, in solo silicoso. ""Paú dôce"" vel ""Casca dôce"".	A. Ducke	http://www.tropicos.org/Specimen/102930177	Pradosia subverticillata Ducke	RB	BR
urn:catalog:MO:Tropicos:102930240	Q79533	4061743760	1985-10-14	Laguna Yahuarcocha, arriba de Incahuasi, jalca.	Abundio Sagástegui A.;et al.	http://www.tropicos.org/Specimen/102930240	Diplostephium yahuarcochense Cuatrec.	US	PE
urn:catalog:MO:Tropicos:102930241	Q78924	4061737942	2014-06-28	Ca. 23 km from turn off to Los Altos de Cerro Azul from ""Fucer,"" reached from town of ""24 Diciembre"" off Inter-American Hwy.; station along road about halfway between Cerro Jefe towers and Vistamares overlook.	Jerry S. Harrison;L. Harrison	http://www.tropicos.org/Specimen/102930241	Dendrophthora fortis Kuijt	US	PA
urn:catalog:MO:Tropicos:102930242	Q78924	4061213909	2014-06-28	Ca. 23 km from turn off to Los Altos de Cerro Azul from ""Fucer,"" reached from town of ""24 Diciembre"" off Inter-American Hwy.; station along road about halfway between Cerro Jefe towers and Vistamares overlook.	Jerry S. Harrison;L. Harrison	http://www.tropicos.org/Specimen/102930242	Dendrophthora fortis Kuijt	UCH	PA
urn:catalog:MO:Tropicos:102930250	Q95405	4061926782	1976-10-23	Rio Piraparana, environs of Catholic mission of San Miguel, trail from the abandoned airstrip to the Cano Colorado.	E. Wade Davis	http://www.tropicos.org/Specimen/102930250	Palicourea simpsonii C.M.Taylor	COL	CO
urn:catalog:MO:Tropicos:102930269	Q78009	4061247992	2004-11-19	PN d'Andringitra, forêt d'Anjavidilava et descente vers le camp Imaitso.	T. Janssen	http://www.tropicos.org/Specimen/102930269	Cyathea boivinii var. andringitrensis Janssen & Rakotondr.	TAN	MG
urn:catalog:MO:Tropicos:102930296	Q99728	4061737947	1973-10-10	Rio Aripuanã, bay near Igarapézinho.	Cornelis C. Berg;et al.	http://www.tropicos.org/Specimen/102930296	Psittacanthus bergii Kuijt	LEA	BR
urn:catalog:MO:Tropicos:102930396	Q99742	4061213915	1959-08-06	Río Orinoco, along river just below mouth of Río Atabapo.	John J. Wurdack;L.S. Adderley	http://www.tropicos.org/Specimen/102930396	Psittacanthus crassipes Kuijt	NY	VE
urn:catalog:MO:Tropicos:102930397	Q99742	4061812711	1959-08-06	Río Orinoco, along river just below mouth of Río Atabapo.	John J. Wurdack;L.S. Adderley	http://www.tropicos.org/Specimen/102930397	Psittacanthus crassipes Kuijt	US	VE
urn:catalog:MO:Tropicos:102930636	Q99763	4061927782	1965-12-03	Serra de Neblina, Rio Negro, Rio Cauaburi	Bassett Maguire;João Murça Pires;Celia K. Maguire	http://www.tropicos.org/Specimen/102930636	Psittacanthus montis-neblinae Rizzini	RB	BR
urn:catalog:MO:Tropicos:102930637	Q99764	4061160634	1952-03-02	Río Miririparaná, Cano Guscayá.	Richard E. Schultes;Isidoro Cabrera	http://www.tropicos.org/Specimen/102930637	Psittacanthus ophiocephalus Kuijt	US	CO
urn:catalog:MO:Tropicos:102930643	Q99768	4061248005		In vicinia Manaos.	Richard Spruce	http://www.tropicos.org/Specimen/102930643	Psittacanthus peronopetalus Eichler	M	BR
urn:catalog:MO:Tropicos:102932151	Q77372	4062181228	1926-10-07	Karianga, district Farafangana.	Raymond Decary	http://www.tropicos.org/Specimen/102932151	Craterispermum cervicorne De Block & Randriamb.	K	MG
urn:catalog:MO:Tropicos:102932152	Q77372	4061194832	1926-10-07	Karianga, district Farafangana.	Raymond Decary	http://www.tropicos.org/Specimen/102932152	Craterispermum cervicorne De Block & Randriamb.	P	MG
urn:catalog:MO:Tropicos:102932153	Q77372	4061926862	1926-10-07	Karianga, district Farafangana.	Raymond Decary	http://www.tropicos.org/Specimen/102932153	Craterispermum cervicorne De Block & Randriamb.	UPS	MG
urn:catalog:MO:Tropicos:102932154	Q77372	4061743841	1926-10-07	Karianga, district Farafangana.	Raymond Decary	http://www.tropicos.org/Specimen/102932154	Craterispermum cervicorne De Block & Randriamb.	BR	MG
urn:catalog:MO:Tropicos:102932155	Q77372	4031361598	1926-10-07	Karianga, district Farafangana.	Raymond Decary	http://www.tropicos.org/Specimen/102932155	Craterispermum cervicorne De Block & Randriamb.	MO	MG
urn:catalog:MO:Tropicos:102932177	Q99781	4061738035	1981-05-23	Barro of Itapuã, vicinity of airport, Dois de Julho.	Scott A. Mori;Brian M. Boom;A.M. de Carvalho	http://www.tropicos.org/Specimen/102932177	Psittacanthus salvadorensis Kuijt	LEA	BR
urn:catalog:MO:Tropicos:102932226	Q74380	4061246664		Winnemucca Lake Trail	Julian R. Starr;Thibeault	http://www.tropicos.org/Specimen/102932226	Calliscirpus brachythrix C.N.Gilmour, J.R.Starr & Naczi	CAN	US
urn:catalog:MO:Tropicos:102932227	Q74380	4061248100		Winnemucca Lake Trail	Julian R. Starr;Thibeault	http://www.tropicos.org/Specimen/102932227	Calliscirpus brachythrix C.N.Gilmour, J.R.Starr & Naczi	NY	US
urn:catalog:MO:Tropicos:102932241	Q79233	4061926866	2011-11-03	Loei: Phu Ruea, San Tom.	Boonchuang Boonsuk	http://www.tropicos.org/Specimen/102932241	Digitaria thailandica Boonsuk, Chantar. & Hodk.	BKF	TH
urn:catalog:MO:Tropicos:102932242	Q79233	4061743847	2011-11-03	Loei: Phu Ruea, San Tom.	Boonchuang Boonsuk	http://www.tropicos.org/Specimen/102932242	Digitaria thailandica Boonsuk, Chantar. & Hodk.	BK	TH
urn:catalog:MO:Tropicos:102932243	Q79233	4061738038	2011-11-03	Loei: Phu Ruea, San Tom.	Boonchuang Boonsuk	http://www.tropicos.org/Specimen/102932243	Digitaria thailandica Boonsuk, Chantar. & Hodk.	KKU	TH
urn:catalog:MO:Tropicos:102932630	Q103132	4061812828	2011-11-12	Liberia-La Cruz, Parque Nacional Guanacaste, Volcán Cacao (northern end of Cordillera de Guanacaste), pressed from cultivation, 12 Nov 2011.	Robert L. Dressler	http://www.tropicos.org/Specimen/102932630	Sobralia danjanzenii Dressler & Pupulin	CR	CR
urn:catalog:MO:Tropicos:102932631	Q103132	4061207767	2011-11-12	Liberia-La Cruz, Parque Nacional Guanacaste, Volcán Cacao (northern end of Cordillera de Guanacaste), pressed from cultivation, 12 Nov 2011.	Robert L. Dressler	http://www.tropicos.org/Specimen/102932631	Sobralia danjanzenii Dressler & Pupulin	JBL	CR
urn:catalog:MO:Tropicos:102932633	Q103175	4061246683	2012-01	Purisil (southeast of Orosi), collected by A. Silveira, 16 Jan 2011, pressed from cultivation, Jan 2012.	Robert L. Dressler	http://www.tropicos.org/Specimen/102932633	Sobralia zebrina Dressler & Pupulin	CR	CR
urn:catalog:MO:Tropicos:102932634	Q103175	4061248116	2012-01	Purisil (southeast of Orosi), collected by A. Silveira, 16 Jan 2011, pressed from cultivation, Jan 2012.	Robert L. Dressler	http://www.tropicos.org/Specimen/102932634	Sobralia zebrina Dressler & Pupulin	JBL	CR
urn:catalog:MO:Tropicos:102932901	Q76407	4061212433	2015-05-18	Antalaha. ""Macolline"", at the mouth of the Ankavanana River.	Peter B. Phillipson	http://www.tropicos.org/Specimen/102932901	Clerodendrum kamhyoae Phillipson & L.Allorge	K	MG
urn:catalog:MO:Tropicos:102932902	Q76407	4061927884	2015-05-18	Antalaha. ""Macolline"", at the mouth of the Ankavanana River.	Peter B. Phillipson	http://www.tropicos.org/Specimen/102932902	Clerodendrum kamhyoae Phillipson & L.Allorge	P	MG
urn:catalog:MO:Tropicos:102932903	Q76407	4061160724	2015-05-18	Antalaha. ""Macolline"", at the mouth of the Ankavanana River.	Peter B. Phillipson	http://www.tropicos.org/Specimen/102932903	Clerodendrum kamhyoae Phillipson & L.Allorge	TAN	MG
